B3,B4,동물보호센터 운영 인지정도,서울시의 폭넓은 동물보호센터 운영 찬성정도,시민복지 관점 정부 관심 필요,자치구 기능만으로 정부 역할 부족,중앙정부 서울시 컨트롤타워 역할 필요,공공 사육관리교육 갈등조정 필요,민간부문이 담당하기 어려운 영역 존재,복지시설투자보다 시민복지우선,반려인 책임 강조 공공역할 최소,공공사업시 민간단체시설 활용,반려동물 관련 정부 중요 역할 인식,동물복지지원시설이 들어선다면 이에 대해 어떻게 생각하십니까?,A2_관리비용부담,A2_이웃가족갈등,A2_이상행동위생문제,A2_시간공간부족,A2_여행외출곤란,A2_죽음슬픔,A2_가출실종,A3_깨끗하게키울자신없음,A3_주거환경나쁨,A3_사육비용부담,A3_시간부족,A3_공간없음,A3_동물싫어함,A3_가족반대,A5_냄새심함,A5_털날림,A5_소음,A5_대소변오염,A5_물리거나위협,A5_교통사고,A5_공원식당불편,A5_피해없음,B1_교육관리,B1_예방치료,B1_목욕운동,B1_좋은먹이,B1_습성교육,B1_공중규범,B2_비용부담,B2_가족갈등,B2_위생문제,B2_여건곤란,B2_여행어려움,A1_2_아이들정서교육,A1_2_예쁘고귀여워서,A1_2_외로워서,A1_2_우연히기회,A1_2_유기견불쌍,A1_현재_반려동물_있음,A1_과거에는_있었으나_지금은_없음,A1_반려동물_경험_없음,C5_1_기본소양교육,C5_1_구조보호,C5_1_예방및치료,C5_1_훈련습성화,C5_1_사료용품구입,C5_1_여행관리,C5_1_소비자피해상담,C5_1_장례시설,C5_1_필요사업없음,C5_2_기본소양교육,C5_2_구조보호,C5_2_예방및치료,C5_2_훈련습성화,C5_2_사료용품구입,C5_2_여행관리,C5_2_소비자피해상담,C5_2_장례시설,C5_2_필요사업없음,C5_3_기본소양교육,C5_3_구조보호,C5_3_예방및치료,C5_3_훈련습성화,C5_3_사료용품구입,C5_3_여행관리,C5_3_소비자피해상담,C5_3_장례시설,C5_3_필요사업없음,위생_민감성,안전_우려,사회적_불편감,정서적_애정표현형,정서적_공감형,정서적_의존형,돌봄_실행력,윤리_규범의식,경제적_부담,시간_공간_제약,자율_책임균형
1.000,1.000,0.500,0.000,0.750,0.500,0.750,0.750,1.000,0.750,0.750,0.750,1.000,0.750,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.250,0.000,0.333,1.000,0.000,0.000,0.500,0.500,1.000,0.500,0.500
1.000,2.000,0.500,0.333,1.000,0.500,0.750,0.750,1.000,0.500,0.750,0.500,0.500,0.750,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,1,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0.000,0.000,0.667,1.000,0.000,0.000,0.750,0.500,1.000,0.000,0.500
2.000,3.000,0.000,0.333,0.750,0.500,0.500,0.750,0.750,0.500,0.500,0.500,1.000,0.500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.750,0.000,0.333,1.000,0.000,0.000,0.500,0.500,0.000,0.000,0.250
1.000,1.000,0.000,0.000,1.000,0.750,0.750,1.000,0.750,0.250,0.250,0.750,0.500,0.750,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,0,1,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.750,0.500,0.667,1.000,0.000,0.000,1.000,1.000,1.000,1.000,1.000
2.000,2.000,0.500,0.333,0.500,0.750,0.500,0.750,0.500,0.750,0.750,0.750,1.000,0.500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.250,0.000,0.000,1.000,0.000,0.000,0.750,0.000,0.000,0.500,0.000
3.000,2.000,0.500,0.333,0.750,0.500,1.000,0.750,0.750,0.250,0.000,0.750,0.000,0.750,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,1,1,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1.000,0.500,0.667,1.000,0.000,0.000,0.750,0.000,0.000,0.000,0.250
1.000,1.000,0.500,0.000,0.750,0.750,0.750,0.750,1.000,0.500,0.750,0.750,1.000,0.750,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.000,0.000,0.000,1.000,0.000,0.000,0.500,1.000,1.000,0.000,0.750
2.000,3.000,0.500,0.000,0.750,0.750,1.000,1.000,0.750,0.750,0.750,0.750,1.000,0.500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,1,0,1,1,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.500,0.000,0.333,1.000,0.000,0.000,0.500,1.000,1.000,0.500,0.500
2.000,2.000,0.500,0.667,0.250,0.250,0.500,0.250,0.250,0.250,0.500,0.500,0.000,0.500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,1,1,1,0,1,1,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.500,0.000,0.667,1.000,0.000,0.000,1.000,0.500,1.000,0.500,0.750
2.000,3.000,1.000,0.333,0.750,0.500,0.750,0.750,0.500,0.500,0.500,0.500,0.500,0.750,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,1,0,1,0,1,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1.000,0.000,0.333,1.000,0.000,0.000,0.250,0.500,1.000,0.500,0.500
1.000,3.000,0.000,0.333,1.000,1.000,0.750,0.750,1.000,0.500,0.250,0.250,0.500,0.750,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.250,0.000,0.000,0.000,1.000,0.000,0.250,0.000,0.000,0.500,0.000
1.000,3.000,0.500,0.333,1.000,1.000,1.000,1.000,0.750,0.500,0.250,0.500,0.000,0.750,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,0,0,0,1,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.250,0.000,0.000,1.000,0.000,0.000,0.750,1.000,0.000,1.000,0.500
1.000,2.000,0.500,0.333,0.750,0.750,1.000,0.750,0.750,0.250,0.250,0.500,0.500,0.750,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0.250,0.500,0.333,0.000,0.000,1.000,0.500,0.500,0.000,0.500,0.000
2.000,2.000,0.500,0.000,0.750,0.750,0.750,1.000,0.750,0.500,0.250,0.000,0.500,1.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,1,0,1,0,0,1,1,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.750,0.500,0.667,0.000,0.000,1.000,0.500,0.500,1.000,0.500,0.500
1.000,3.000,0.500,0.333,0.750,0.750,0.750,0.500,0.750,0.750,0.750,0.750,0.500,0.750,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,1,1,1,1,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0.750,0.500,0.000,1.000,0.000,0.000,1.000,1.000,0.000,0.500,0.500
1.000,2.000,0.000,0.000,1.000,1.000,1.000,1.000,1.000,0.250,0.000,0.250,0.500,1.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,1,1,1,1,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.500,0.000,0.000,0.000,0.000,1.000,1.000,1.000,1.000,0.500,0.750
1.000,3.000,0.500,0.333,0.750,0.750,0.500,0.500,0.750,0.500,0.500,0.750,0.500,0.500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.250,0.000,0.333,0.000,1.000,0.000,0.250,0.000,0.000,0.000,0.000
2.000,1.000,0.000,0.333,0.750,0.750,0.750,1.000,1.000,0.750,0.750,0.750,1.000,0.750,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0.500,0.000,0.333,1.000,0.000,0.000,0.500,0.500,0.000,0.500,0.000
1.000,3.000,0.000,1.000,0.000,0.750,0.250,1.000,0.500,1.000,0.750,0.000,1.000,0.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.250,0.000,0.333,0.000,0.000,1.000,0.250,1.000,0.000,0.500,0.500
1.000,2.000,0.500,0.000,1.000,1.000,1.000,1.000,1.000,0.250,0.000,0.250,1.000,1.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,1,1,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0.250,0.000,0.000,0.000,0.000,1.000,0.750,1.000,1.000,0.500,0.750
1.000,2.000,0.500,0.000,1.000,0.500,0.750,0.750,0.750,0.500,0.500,0.750,1.000,0.750,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.000,0.000,0.333,1.000,0.000,0.000,0.250,0.500,0.000,0.500,0.250
2.000,2.000,0.500,0.333,1.000,0.750,0.750,1.000,0.750,0.500,0.500,0.500,1.000,0.500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,1,1,1,0,1,1,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.750,0.000,0.667,1.000,0.000,0.000,0.750,1.000,0.000,0.500,0.500
3.000,3.000,0.500,0.333,0.750,0.750,0.750,1.000,1.000,0.500,0.750,0.250,1.000,0.500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,1,1,0,0,0,1,1,1,1,1,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1.000,0.000,1.000,0.000,0.000,1.000,0.500,0.500,1.000,1.000,1.000
1.000,3.000,0.500,0.333,1.000,0.750,0.750,0.750,0.750,0.500,0.500,0.500,1.000,0.500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.500,0.000,0.000,1.000,0.000,0.000,0.500,0.000,0.000,0.500,0.250
1.000,1.000,0.000,0.000,0.750,0.500,0.750,0.500,0.750,0.500,0.750,0.500,1.000,1.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0.000,0.000,0.333,1.000,0.000,0.000,0.500,0.000,1.000,0.000,0.250
1.000,2.000,0.500,0.333,0.250,0.500,0.250,0.250,0.250,0.750,0.750,0.250,1.000,0.500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.500,0.000,0.000,0.000,0.000,1.000,0.500,0.000,1.000,0.500,0.500
1.000,3.000,0.500,0.333,0.750,0.500,0.500,0.750,0.750,0.500,0.500,0.500,1.000,0.500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,1,0,1,1,1,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.250,1.000,0.333,0.000,0.000,1.000,0.500,1.000,1.000,0.500,0.500
1.000,2.000,0.000,0.000,1.000,1.000,1.000,1.000,1.000,0.000,0.000,0.000,0.500,1.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0.250,0.000,0.000,1.000,0.000,0.000,1.000,0.500,1.000,0.500,0.500
1.000,2.000,0.000,0.000,0.750,1.000,0.750,0.750,0.500,0.500,1.000,0.750,0.000,1.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,1,0,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.250,0.500,0.333,1.000,0.000,0.000,0.500,0.500,1.000,0.500,0.250
1.000,3.000,0.000,0.000,0.500,0.750,1.000,0.750,0.750,0.250,0.250,0.500,0.000,0.750,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.250,0.000,0.000,1.000,0.000,0.000,0.250,0.500,1.000,0.500,0.250
1.000,2.000,0.000,0.333,0.750,0.500,0.500,0.500,0.750,0.500,0.500,0.750,0.500,0.250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0.500,0.000,0.333,0.000,0.000,1.000,0.250,0.500,1.000,0.000,0.250
1.000,1.000,0.500,0.000,1.000,0.500,0.500,0.750,0.750,0.500,0.750,0.750,0.000,0.750,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0.250,0.000,0.333,0.000,0.000,1.000,0.250,1.000,1.000,0.000,0.500
1.000,1.000,0.000,0.000,0.500,0.500,0.500,0.500,0.500,0.250,0.500,0.750,0.500,0.500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0.500,0.000,0.000,0.000,0.000,1.000,0.500,0.500,1.000,0.500,0.750
2.000,3.000,0.000,0.000,1.000,0.500,0.750,0.500,1.000,0.500,0.250,0.750,0.000,0.750,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0.000,0.000,0.333,0.000,0.000,1.000,0.750,1.000,0.000,0.500,0.500
1.000,2.000,0.000,0.000,1.000,0.750,1.000,0.750,0.750,0.000,0.250,0.250,0.000,0.750,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,1,1,1,1,1,1,0,1,1,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.750,0.000,0.333,1.000,0.000,0.000,1.000,1.000,1.000,1.000,1.000
2.000,2.000,0.500,0.000,1.000,0.750,0.750,1.000,1.000,0.750,0.250,0.250,0.500,0.750,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.250,0.000,0.000,1.000,0.000,0.000,0.750,0.000,1.000,0.000,0.250
1.000,2.000,0.000,0.000,0.750,1.000,1.000,1.000,1.000,0.500,0.750,0.750,0.000,0.750,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,1.000,0.500,0.000,0.000,0.500,0.250
1.000,1.000,0.500,0.333,0.750,0.500,0.750,1.000,0.750,0.500,0.250,0.500,0.500,0.500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,1,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.750,0.500,0.333,1.000,0.000,0.000,0.750,0.500,1.000,0.500,0.500
1.000,3.000,0.000,0.333,0.750,0.750,0.750,0.750,0.750,0.500,0.500,0.500,0.000,0.500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.500,0.000,0.000,1.000,0.000,0.000,0.500,0.000,1.000,0.000,0.250
2.000,2.000,0.000,0.000,1.000,0.750,0.500,1.000,0.750,0.500,0.750,0.750,0.500,1.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,1,0,0,1,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.750,0.000,0.333,1.000,0.000,0.000,0.500,0.500,1.000,0.000,0.500
2.000,2.000,0.000,0.333,0.750,0.750,0.750,0.750,1.000,0.500,0.750,0.750,0.000,0.750,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,1,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1.000,0.000,0.333,0.000,1.000,0.000,0.750,1.000,1.000,0.500,0.500
1.000,3.000,0.500,0.333,0.750,0.750,0.750,0.750,0.750,0.500,0.750,0.750,0.000,0.500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,1,1,1,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0.500,0.000,0.333,0.000,0.000,1.000,0.750,1.000,0.000,0.500,0.250
2.000,2.000,0.500,0.333,0.500,0.750,0.500,0.750,0.750,0.500,0.750,0.250,0.000,0.500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,1,1,0,1,0,1,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.750,0.000,0.667,1.000,0.000,0.000,0.500,0.500,1.000,0.500,0.500
1.000,2.000,0.500,0.333,0.750,0.750,0.750,0.750,0.750,0.750,0.750,0.500,0.500,0.500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.250,0.000,0.000,1.000,0.000,0.000,0.250,0.000,0.000,1.000,0.250
2.000,3.000,0.000,0.000,0.750,0.500,0.500,0.750,0.750,0.750,1.000,0.750,1.000,0.500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,0,1,1,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.750,0.500,0.333,0.000,1.000,0.000,0.250,0.500,1.000,0.500,0.750
2.000,3.000,0.500,0.333,0.500,0.750,0.500,0.750,0.500,0.500,0.750,0.750,0.000,0.500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.250,0.000,0.000,1.000,0.000,0.000,0.500,0.000,1.000,0.500,0.500
1.000,3.000,0.500,0.000,0.750,0.500,0.750,0.750,1.000,0.750,0.750,0.500,0.000,0.750,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,1,1,0,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.250,0.000,0.667,1.000,0.000,0.000,1.000,1.000,0.000,0.000,0.500
1.000,2.000,0.000,0.000,0.750,0.750,0.750,0.750,0.750,0.500,0.500,0.750,0.000,0.500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.000,0.000,0.000,1.000,0.000,0.000,0.250,0.000,1.000,0.000,0.500
2.000,2.000,0.500,0.333,0.500,0.500,0.750,1.000,1.000,0.750,0.750,0.750,1.000,0.500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,1,1,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.500,0.000,0.000,1.000,0.000,0.000,0.500,1.000,1.000,0.000,0.500
2.000,2.000,0.500,0.333,0.750,0.750,0.750,0.750,0.750,0.500,0.500,0.500,1.000,0.750,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.250,0.500,1.000,0.000,0.000,1.000,1.000,1.000,1.000,1.000,1.000
2.000,2.000,0.500,0.333,0.250,0.250,0.250,0.500,0.500,0.750,0.750,0.500,0.000,0.500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.000,0.000,0.000,1.000,0.000,0.000,0.500,1.000,1.000,0.500,1.000
2.000,1.000,0.000,0.000,1.000,1.000,1.000,0.750,1.000,0.250,0.000,0.500,1.000,1.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.000,0.500,0.333,0.000,0.000,1.000,0.750,0.000,1.000,0.500,0.500
1.000,2.000,0.500,0.333,0.750,1.000,0.750,0.750,1.000,0.250,0.250,0.500,0.000,0.750,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.250,0.000,0.333,1.000,0.000,0.000,0.250,1.000,0.000,0.500,0.250
1.000,2.000,0.000,0.333,0.750,0.750,0.750,1.000,0.750,0.250,0.750,0.500,0.000,0.750,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.000,0.500,0.333,0.000,0.000,1.000,0.250,0.000,0.000,0.000,0.000
